BillNo,Date,Time,Description,Quantity,Rate,Amount
203403,1/6/2014,12:04:04,CADBURY GEMS,1,10,10
203404,1/6/2014,12:05:09,HERITAGE CUR,1,40,40
203405,1/6/2014,12:06:03,SPRITE 750ML,1,35,35
203405,1/6/2014,12:06:03,THUMSUP 750M,1,35,35
203406,1/6/2014,12:10:14,ONIONS      ,2,20,40
203407,1/6/2014,12:11:21,CADBURY 5 ST,2,20,40
203407,1/6/2014,12:11:21,BANJARA`S AR,1,50,50
203407,1/6/2014,12:11:21,DABUR GULABA,1,39,39
203408,1/6/2014,12:13:08,CADBURY GEMS,1,5,5
203408,1/6/2014,12:13:08,GIFT COVER  ,1,5,5
203408,1/6/2014,12:13:08,HERITAGE CUR,1,40,40
203409,1/6/2014,12:16:25,KURNOOL RICE,2,260,520
203410,1/6/2014,12:16:39,THUMSUP 2 LT,1,78,78
203411,1/6/2014,12:22:05,TATA SALT LI,1,27,27
203412,1/6/2014,12:22:30,KINLEY SODA ,1,18,18
203413,1/6/2014,12:22:54,THUMSUP 750M,1,35,35
203413,1/6/2014,12:22:54,LIMCA 750ML ,1,35,35
203414,1/6/2014,12:25:51,NESTLE BAR O,1,10,10
203415,1/6/2014,12:26:58,KINLEY WATER,1,30,30
203415,1/6/2014,12:26:58,LIMCA 750ML ,1,35,35
203416,1/6/2014,12:29:27,EGG         ,12,4,48
203416,1/6/2014,12:29:27,GILLETTE PRE,1,18,18
203416,1/6/2014,12:29:27,CARRY BAG   ,1,4,4
203416,1/6/2014,12:29:27,LIMCA 1.5 LT,1,52,52
203416,1/6/2014,12:29:27,THUMS UP 1.5,1,52,52
203416,1/6/2014,12:29:27,BROWN POLSON,1,35,35
203416,1/6/2014,12:29:27,KELLOGG`S HO,1,51,51
203416,1/6/2014,12:29:27,SUGAR 1KG   ,1,40,40
203416,1/6/2014,12:29:27,MTR GULAB JA,1,65,65
203416,1/6/2014,12:29:27,MILK 500ML  ,4,22,88
203416,1/6/2014,12:29:27,HERITAGE CUR,1,40,40
203416,1/6/2014,12:29:27,HERITAGE CUR,1,20,20
203417,1/6/2014,12:30:00,NIRMA SALT 1,1,10,10
203418,1/6/2014,12:30:39,CHEETOS 10/,1,10,10
203418,1/6/2014,12:30:39,LIMCA 750ML ,1,35,35
203419,1/6/2014,12:30:44,KURNOOL RICE,1,52,52
203420,1/6/2014,12:32:00,HERITAGE SWE,2,20,40
203421,1/6/2014,12:39:41,CADBURY ECLA,1,1,1
203421,1/6/2014,12:39:41,KURNOOL RICE,6,52,312
203421,1/6/2014,12:39:41,MILK 500ML  ,2,22,44
203421,1/6/2014,12:39:41,THREE MANGO ,1,150,150
203421,1/6/2014,12:39:41,SURYA RAI PO,1,30,30
203421,1/6/2014,12:39:41,IDHAYAM GING,1,176,176
203422,1/6/2014,12:39:52,MILK 500ML  ,2,22,44
203423,1/6/2014,12:41:40,AZANMOTO 20G,2,4,8
203424,1/6/2014,12:41:51,MILK 500ML  ,2,22,44
203424,1/6/2014,12:41:51,HERITAGE CUR,1,20,20
203424,1/6/2014,12:41:51,SWARNA TAMAR,1,35,35
203425,1/6/2014,12:43:08,HERITAGE PAN,1,70,70
203425,1/6/2014,12:43:08,KINLEY SODA ,2,18,36
203425,1/6/2014,12:43:08,MILK 500ML  ,2,22,44
203426,1/6/2014,12:46:38,EGG         ,12,4,48
203426,1/6/2014,12:46:38,PIM POM LOLL,3,5,15
203426,1/6/2014,12:46:38,NIRMA SALT 1,1,10,10
203426,1/6/2014,12:46:38,COCONUT 1P  ,1,16,16
203426,1/6/2014,12:46:38,SWARNA PACKE,2,71,142
203427,1/6/2014,12:48:03,COFFY BITE 5,2,5,10
203427,1/6/2014,12:48:03,MILK 500ML  ,2,22,44
203427,1/6/2014,12:48:03,KINLEY SODA ,1,18,18
203428,1/6/2014,12:48:41,HERITAGE CUR,1,20,20
203428,1/6/2014,12:48:41,PRIYA PICKLE,1,10,10
203429,1/6/2014,12:48:55,PASTA 91G   ,1,20,20
203429,1/6/2014,12:48:55,MAGGI PAZZTA,1,20,20
203430,1/6/2014,12:50:55,RIN SUPEME 4,1,46,46
203430,1/6/2014,12:50:55,MILK 500ML  ,2,22,44
203431,1/6/2014,12:51:51,LIMCA 300ML ,1,25,25
203431,1/6/2014,12:51:51,THUMS UP TIN,1,25,25
203432,1/6/2014,12:52:28,MTR BADAM DR,2,40,80
203433,1/6/2014,12:53:59,HERITAGE CUR,2,40,80
203434,1/6/2014,12:54:19,HERITAGE CUR,1,40,40
203435,1/6/2014,12:54:44,PASTA 91G   ,1,20,20
203435,1/6/2014,12:54:44,MAGGI PAZZTA,2,20,40
203436,1/6/2014,12:54:56,GILLETTE REA,1,15,15
203437,1/6/2014,12:55:34,NESTLE MUNCH,2,5,10
